,Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,Number of Workers,Industry,A - Agricultural Labourers,B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
1208,B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Married,3524259,3523691,62360,P to Q,,,,,,,,,,,,,,,62360,,
1209,B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Widowed,355074,355121,7762,P to Q,,,,,,,,,,,,,,,7762,,
1210,B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Separated,60858,60859,2034,P to Q,,,,,,,,,,,,,,,2034,,
1211,B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Divorced,18396,18464,1067,P to Q,,,,,,,,,,,,,,,1067,,
1212,B1717,22,State - Chhattisgarh,Rural,Main Workers,Total,2251240,2251338,85334,P to Q,,,,,,,,,,,,,,,85334,,
1213,B1717,22,State - Chhattisgarh,Rural,Main Workers,Never Married,202243,202231,13959,P to Q,,,,,,,,,,,,,,,13959,,
1214,B1717,22,State - Chhattisgarh,Rural,Main Workers,Married,1815274,1815399,60756,P to Q,,,,,,,,,,,,,,,60756,,
1215,B1717,22,State - Chhattisgarh,Rural,Main Workers,Widowed,190400,190305,7598,P to Q,,,,,,,,,,,,,,,7598,,
1216,B1717,22,State - Chhattisgarh,Rural,Main Workers,Separated,33116,33100,1984,P to Q,,,,,,,,,,,,,,,1984,,
1217,B1717,22,State - Chhattisgarh,Rural,Main Workers,Divorced,10207,10303,1037,P to Q,,,,,,,,,,,,,,,1037,,
1218,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Total,2289616,2288800,2432,P to Q,,,,,,,,,,,,,,,2432,,
1219,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Never Married,380026,379772,584,P to Q,,,,,,,,,,,,,,,584,,
1220,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Married,1708985,1708292,1604,P to Q,,,,,,,,,,,,,,,1604,,
1221,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Widowed,164674,164816,164,P to Q,,,,,,,,,,,,,,,164,,
1222,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Separated,27742,27759,50,P to Q,,,,,,,,,,,,,,,50,,
1223,B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Divorced,8189,8161,30,P to Q,,,,,,,,,,,,,,,30,,
1224,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Total,505503,504240,85026,P to Q,,,,,,,,,,,,,,,85026,,
1225,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Never Married,80414,79966,20292,P to Q,,,,,,,,,,,,,,,20292,,
1226,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Married,336417,336078,56069,P to Q,,,,,,,,,,,,,,,56069,,
1227,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Widowed,67342,67047,6400,P to Q,,,,,,,,,,,,,,,6400,,
1228,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Separated,16440,16301,1519,P to Q,,,,,,,,,,,,,,,1519,,
1229,B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Divorced,4890,4848,746,P to Q,,,,,,,,,,,,,,,746,,
1230,B1717,22,State - Chhattisgarh,Urban,Main Workers,Total,393020,391958,82489,P to Q,,,,,,,,,,,,,,,82489,,
1231,B1717,22,State - Chhattisgarh,Urban,Main Workers,Never Married,60469,60080,19339,P to Q,,,,,,,,,,,,,,,19339,,
1232,B1717,22,State - Chhattisgarh,Urban,Main Workers,Married,259291,259070,54701,P to Q,,,,,,,,,,,,,,,54701,,
1233,B1717,22,State - Chhattisgarh,Urban,Main Workers,Widowed,55644,55342,6244,P to Q,,,,,,,,,,,,,,,6244,,
1234,B1717,22,State - Chhattisgarh,Urban,Main Workers,Separated,13554,13450,1478,P to Q,,,,,,,,,,,,,,,1478,,
1235,B1717,22,State - Chhattisgarh,Urban,Main Workers,Divorced,4062,4016,727,P to Q,,,,,,,,,,,,,,,727,,
1236,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Total,112483,112282,2537,P to Q,,,,,,,,,,,,,,,2537,,
1237,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Never Married,19945,19886,953,P to Q,,,,,,,,,,,,,,,953,,
1238,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Married,77126,77008,1368,P to Q,,,,,,,,,,,,,,,1368,,
1239,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Widowed,11698,11705,156,P to Q,,,,,,,,,,,,,,,156,,
1240,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Separated,2886,2851,41,P to Q,,,,,,,,,,,,,,,41,,
1241,B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Divorced,828,832,19,P to Q,,,,,,,,,,,,,,,19,,
1242,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Total,11427163,11426804,434266,P to Q,,,,,,,,,,,,,,,434266,,
1243,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Never Married,1165764,1167011,56681,P to Q,,,,,,,,,,,,,,,56681,,
1244,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Married,9297355,9297009,323769,P to Q,,,,,,,,,,,,,,,323769,,
1245,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Widowed,843236,842002,42612,P to Q,,,,,,,,,,,,,,,42612,,
1246,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Separated,91752,91448,7635,P to Q,,,,,,,,,,,,,,,7635,,
1247,B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Divorced,29056,29334,3569,P to Q,,,,,,,,,,,,,,,3569,,
1248,B1717,23,State - Madhya Pradesh,Total,Main Workers,Total,6340054,6340400,411872,P to Q,,,,,,,,,,,,,,,411872,,
1249,B1717,23,State - Madhya Pradesh,Total,Main Workers,Never Married,528824,528726,51611,P to Q,,,,,,,,,,,,,,,51611,,
1250,B1717,23,State - Madhya Pradesh,Total,Main Workers,Married,5200552,5201557,308669,P to Q,,,,,,,,,,,,,,,308669,,
1251,B1717,23,State - Madhya Pradesh,Total,Main Workers,Widowed,535052,534420,40921,P to Q,,,,,,,,,,,,,,,40921,,
1252,B1717,23,State - Madhya Pradesh,Total,Main Workers,Separated,56663,56498,7217,P to Q,,,,,,,,,,,,,,,7217,,
1253,B1717,23,State - Madhya Pradesh,Total,Main Workers,Divorced,18963,19199,3454,P to Q,,,,,,,,,,,,,,,3454,,
1254,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Total,5087109,5086404,22394,P to Q,,,,,,,,,,,,,,,22394,,
1255,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Never Married,636940,638285,5070,P to Q,,,,,,,,,,,,,,,5070,,
1256,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Married,4096803,4095452,15100,P to Q,,,,,,,,,,,,,,,15100,,
1257,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Widowed,308184,307582,1691,P to Q,,,,,,,,,,,,,,,1691,,
1258,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Separated,35089,34950,418,P to Q,,,,,,,,,,,,,,,418,,
1259,B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Divorced,10093,10135,115,P to Q,,,,,,,,,,,,,,,115,,
1260,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Total,9973221,9972658,189145,P to Q,,,,,,,,,,,,,,,189145,,
1261,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Never Married,957287,958292,14443,P to Q,,,,,,,,,,,,,,,14443,,
1262,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Married,8262607,8261751,147201,P to Q,,,,,,,,,,,,,,,147201,,
1263,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Widowed,663148,662618,22198,P to Q,,,,,,,,,,,,,,,22198,,
1264,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Separated,70341,70136,3967,P to Q,,,,,,,,,,,,,,,3967,,
1265,B1717,23,State - Madhya Pradesh,Rural,Total Female Workers,Divorced,19838,19861,1336,P to Q,,,,,,,,,,,,,,,1336,,
1266,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Total,5241375,5241160,178254,P to Q,,,,,,,,,,,,,,,178254,,
1267,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Never Married,379897,380126,12896,P to Q,,,,,,,,,,,,,,,12896,,
1268,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Married,4420012,4419971,139079,P to Q,,,,,,,,,,,,,,,139079,,
1269,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Widowed,390240,389958,21235,P to Q,,,,,,,,,,,,,,,21235,,
1270,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Separated,39830,39741,3759,P to Q,,,,,,,,,,,,,,,3759,,
1271,B1717,23,State - Madhya Pradesh,Rural,Main Workers,Divorced,11396,11364,1285,P to Q,,,,,,,,,,,,,,,1285,,
1272,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Total,4731846,4731498,10891,P to Q,,,,,,,,,,,,,,,10891,,
1273,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Never Married,577390,578166,1547,P to Q,,,,,,,,,,,,,,,1547,,
1274,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Married,3842595,3841780,8122,P to Q,,,,,,,,,,,,,,,8122,,
1275,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Widowed,272908,272660,963,P to Q,,,,,,,,,,,,,,,963,,
1276,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Separated,30511,30395,208,P to Q,,,,,,,,,,,,,,,208,,
1277,B1717,23,State - Madhya Pradesh,Rural,Marginal Workers,Divorced,8442,8497,51,P to Q,,,,,,,,,,,,,,,51,,
1278,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Total,1453942,1454146,245121,P to Q,,,,,,,,,,,,,,,245121,,
1279,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Never Married,208477,208719,42238,P to Q,,,,,,,,,,,,,,,42238,,
1280,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Married,1034748,1035258,176568,P to Q,,,,,,,,,,,,,,,176568,,
1281,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Widowed,180088,179384,20414,P to Q,,,,,,,,,,,,,,,20414,,
1282,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Separated,21411,21312,3668,P to Q,,,,,,,,,,,,,,,3668,,
1283,B1717,23,State - Madhya Pradesh,Urban,Total Female Workers,Divorced,9218,9473,2233,P to Q,,,,,,,,,,,,,,,2233,,
1284,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Total,1098679,1099240,233618,P to Q,,,,,,,,,,,,,,,233618,,
1285,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Never Married,148927,148600,38715,P to Q,,,,,,,,,,,,,,,38715,,
1286,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Married,780540,781586,169590,P to Q,,,,,,,,,,,,,,,169590,,
1287,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Widowed,144812,144462,19686,P to Q,,,,,,,,,,,,,,,19686,,
1288,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Separated,16833,16757,3458,P to Q,,,,,,,,,,,,,,,3458,,
1289,B1717,23,State - Madhya Pradesh,Urban,Main Workers,Divorced,7567,7835,2169,P to Q,,,,,,,,,,,,,,,2169,,
1290,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Total,355263,354906,11503,P to Q,,,,,,,,,,,,,,,11503,,
1291,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Never Married,59550,60119,3523,P to Q,,,,,,,,,,,,,,,3523,,
1292,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Married,254208,253672,6978,P to Q,,,,,,,,,,,,,,,6978,,
1293,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Widowed,35276,34922,728,P to Q,,,,,,,,,,,,,,,728,,
1294,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Separated,4578,4555,210,P to Q,,,,,,,,,,,,,,,210,,
1295,B1717,23,State - Madhya Pradesh,Urban,Marginal Workers,Divorced,1651,1638,64,P to Q,,,,,,,,,,,,,,,64,,
1296,B1717,24,State - Gujarat,Total,Total Female Workers,Total,6766833,6768579,352654,P to Q,,,,,,,,,,,,,,,352654,,
1297,B1717,24,State - Gujarat,Total,Total Female Workers,Never Married,971576,972181,53440,P to Q,,,,,,,,,,,,,,,53440,,
1298,B1717,24,State - Gujarat,Total,Total Female Workers,Married,5186708,5187848,266487,P to Q,,,,,,,,,,,,,,,266487,,
1299,B1717,24,State - Gujarat,Total,Total Female Workers,Widowed,531833,531965,24488,P to Q,,,,,,,,,,,,,,,24488,,
1300,B1717,24,State - Gujarat,Total,Total Female Workers,Separated,35367,35077,3357,P to Q,,,,,,,,,,,,,,,3357,,
1301,B1717,24,State - Gujarat,Total,Total Female Workers,Divorced,41349,41508,4882,P to Q,,,,,,,,,,,,,,,4882,,
1302,B1717,24,State - Gujarat,Total,Main Workers,Total,3797679,3800058,331153,P to Q,,,,,,,,,,,,,,,331153,,
1303,B1717,24,State - Gujarat,Total,Main Workers,Never Married,521971,523087,49025,P to Q,,,,,,,,,,,,,,,49025,,
1304,B1717,24,State - Gujarat,Total,Main Workers,Married,2838145,2839466,250878,P to Q,,,,,,,,,,,,,,,250878,,
1305,B1717,24,State - Gujarat,Total,Main Workers,Widowed,381949,381905,23337,P to Q,,,,,,,,,,,,,,,23337,,
1306,B1717,24,State - Gujarat,Total,Main Workers,Separated,25909,25706,3230,P to Q,,,,,,,,,,,,,,,3230,,
1307,B1717,24,State - Gujarat,Total,Main Workers,Divorced,29705,29894,4683,P to Q,,,,,,,,,,,,,,,4683,,
1308,B1717,24,State - Gujarat,Total,Marginal Workers,Total,2969154,2968521,21501,P to Q,,,,,,,,,,,,,,,21501,,
1309,B1717,24,State - Gujarat,Total,Marginal Workers,Never Married,449605,449094,4415,P to Q,,,,,,,,,,,,,,,4415,,
1310,B1717,24,State - Gujarat,Total,Marginal Workers,Married,2348563,2348382,15609,P to Q,,,,,,,,,,,,,,,15609,,
1311,B1717,24,State - Gujarat,Total,Marginal Workers,Widowed,149884,150060,1151,P to Q,,,,,,,,,,,,,,,1151,,
1312,B1717,24,State - Gujarat,Total,Marginal Workers,Separated,9458,9371,127,P to Q,,,,,,,,,,,,,,,127,,
1313,B1717,24,State - Gujarat,Total,Marginal Workers,Divorced,11644,11614,199,P to Q,,,,,,,,,,,,,,,199,,
1314,B1717,24,State - Gujarat,Rural,Total Female Workers,Total,5398508,5397538,129568,P to Q,,,,,,,,,,,,,,,129568,,
1315,B1717,24,State - Gujarat,Rural,Total Female Workers,Never Married,705404,704062,14830,P to Q,,,,,,,,,,,,,,,14830,,
1316,B1717,24,State - Gujarat,Rural,Total Female Workers,Married,4261615,4262095,101167,P to Q,,,,,,,,,,,,,,,101167,,
1317,B1717,24,State - Gujarat,Rural,Total Female Workers,Widowed,382771,382674,10584,P to Q,,,,,,,,,,,,,,,10584,,
1318,B1717,24,State - Gujarat,Rural,Total Female Workers,Separated,23091,22977,1218,P to Q,,,,,,,,,,,,,,,1218,,
1319,B1717,24,State - Gujarat,Rural,Total Female Workers,Divorced,25627,25730,1769,P to Q,,,,,,,,,,,,,,,1769,,
1320,B1717,24,State - Gujarat,Rural,Main Workers,Total,2736781,2736676,120355,P to Q,,,,,,,,,,,,,,,120355,,
1321,B1717,24,State - Gujarat,Rural,Main Workers,Never Married,321235,320666,13338,P to Q,,,,,,,,,,,,,,,13338,,
1322,B1717,24,State - Gujarat,Rural,Main Workers,Married,2126808,2127477,94126,P to Q,,,,,,,,,,,,,,,94126,,
1323,B1717,24,State - Gujarat,Rural,Main Workers,Widowed,257094,256887,10036,P to Q,,,,,,,,,,,,,,,10036,,
1324,B1717,24,State - Gujarat,Rural,Main Workers,Separated,15407,15329,1162,P to Q,,,,,,,,,,,,,,,1162,,
1325,B1717,24,State - Gujarat,Rural,Main Workers,Divorced,16237,16317,1693,P to Q,,,,,,,,,,,,,,,1693,,
1326,B1717,24,State - Gujarat,Rural,Marginal Workers,Total,2661727,2660862,9213,P to Q,,,,,,,,,,,,,,,9213,,
1327,B1717,24,State - Gujarat,Rural,Marginal Workers,Never Married,384169,383396,1492,P to Q,,,,,,,,,,,,,,,1492,,
1328,B1717,24,State - Gujarat,Rural,Marginal Workers,Married,2134807,2134618,7041,P to Q,,,,,,,,,,,,,,,7041,,
1329,B1717,24,State - Gujarat,Rural,Marginal Workers,Widowed,125677,125787,548,P to Q,,,,,,,,,,,,,,,548,,
1330,B1717,24,State - Gujarat,Rural,Marginal Workers,Separated,7684,7648,56,P to Q,,,,,,,,,,,,,,,56,,
1331,B1717,24,State - Gujarat,Rural,Marginal Workers,Divorced,9390,9413,76,P to Q,,,,,,,,,,,,,,,76,,
1332,B1717,24,State - Gujarat,Urban,Total Female Workers,Total,1368325,1371041,223086,P to Q,,,,,,,,,,,,,,,223086,,
1333,B1717,24,State - Gujarat,Urban,Total Female Workers,Never Married,266172,268119,38610,P to Q,,,,,,,,,,,,,,,38610,,
1334,B1717,24,State - Gujarat,Urban,Total Female Workers,Married,925093,925753,165320,P to Q,,,,,,,,,,,,,,,165320,,
1335,B1717,24,State - Gujarat,Urban,Total Female Workers,Widowed,149062,149291,13904,P to Q,,,,,,,,,,,,,,,13904,,
1336,B1717,24,State - Gujarat,Urban,Total Female Workers,Separated,12276,12100,2139,P to Q,,,,,,,,,,,,,,,2139,,
1337,B1717,24,State - Gujarat,Urban,Total Female Workers,Divorced,15722,15778,3113,P to Q,,,,,,,,,,,,,,,3113,,
1338,B1717,24,State - Gujarat,Urban,Main Workers,Total,1060898,1063382,210798,P to Q,,,,,,,,,,,,,,,210798,,
1339,B1717,24,State - Gujarat,Urban,Main Workers,Never Married,200736,202421,35687,P to Q,,,,,,,,,,,,,,,35687,,
1340,B1717,24,State - Gujarat,Urban,Main Workers,Married,711337,711989,156752,P to Q,,,,,,,,,,,,,,,156752,,
1341,B1717,24,State - Gujarat,Urban,Main Workers,Widowed,124855,125018,13301,P to Q,,,,,,,,,,,,,,,13301,,
1342,B1717,24,State - Gujarat,Urban,Main Workers,Separated,10502,10377,2068,P to Q,,,,,,,,,,,,,,,2068,,
1343,B1717,24,State - Gujarat,Urban,Main Workers,Divorced,13468,13577,2990,P to Q,,,,,,,,,,,,,,,2990,,
1344,B1717,24,State - Gujarat,Urban,Marginal Workers,Total,307427,307659,12288,P to Q,,,,,,,,,,,,,,,12288,,
1345,B1717,24,State - Gujarat,Urban,Marginal Workers,Never Married,65436,65698,2923,P to Q,,,,,,,,,,,,,,,2923,,
1346,B1717,24,State - Gujarat,Urban,Marginal Workers,Married,213756,213764,8568,P to Q,,,,,,,,,,,,,,,8568,,
1347,B1717,24,State - Gujarat,Urban,Marginal Workers,Widowed,24207,24273,603,P to Q,,,,,,,,,,,,,,,603,,
1348,B1717,24,State - Gujarat,Urban,Marginal Workers,Separated,1774,1723,71,P to Q,,,,,,,,,,,,,,,71,,
1349,B1717,24,State - Gujarat,Urban,Marginal Workers,Divorced,2254,2201,123,P to Q,,,,,,,,,,,,,,,123,,
1350,B1717,25,State - Daman & Diu,Total,Total Female Workers,Total,13837,13924,1745,P to Q,,,,,,,,,,,,,,,1745,,
1351,B1717,25,State - Daman & Diu,Total,Total Female Workers,Never Married,2552,2559,335,P to Q,,,,,,,,,,,,,,,335,,
1352,B1717,25,State - Daman & Diu,Total,Total Female Workers,Married,9375,9388,1245,P to Q,,,,,,,,,,,,,,,1245,,
1353,B1717,25,State - Daman & Diu,Total,Total Female Workers,Widowed,1653,1688,129,P to Q,,,,,,,,,,,,,,,129,,
1354,B1717,25,State - Daman & Diu,Total,Total Female Workers,Separated,144,159,14,P to Q,,,,,,,,,,,,,,,14,,
1355,B1717,25,State - Daman & Diu,Total,Total Female Workers,Divorced,113,130,22,P to Q,,,,,,,,,,,,,,,22,,
1356,B1717,25,State - Daman & Diu,Total,Main Workers,Total,11821,11944,1678,P to Q,,,,,,,,,,,,,,,1678,,
1357,B1717,25,State - Daman & Diu,Total,Main Workers,Never Married,2171,2210,306,P to Q,,,,,,,,,,,,,,,306,,
1358,B1717,25,State - Daman & Diu,Total,Main Workers,Married,7975,7995,1212,P to Q,,,,,,,,,,,,,,,1212,,
1359,B1717,25,State - Daman & Diu,Total,Main Workers,Widowed,1443,1479,124,P to Q,,,,,,,,,,,,,,,124,,
1360,B1717,25,State - Daman & Diu,Total,Main Workers,Separated,130,141,14,P to Q,,,,,,,,,,,,,,,14,,
1361,B1717,25,State - Daman & Diu,Total,Main Workers,Divorced,102,119,22,P to Q,,,,,,,,,,,,,,,22,,
1362,B1717,25,State - Daman & Diu,Total,Marginal Workers,Total,2016,1980,67,P to Q,,,,,,,,,,,,,,,67,,
1363,B1717,25,State - Daman & Diu,Total,Marginal Workers,Never Married,381,349,29,P to Q,,,,,,,,,,,,,,,29,,
1364,B1717,25,State - Daman & Diu,Total,Marginal Workers,Married,1400,1393,33,P to Q,,,,,,,,,,,,,,,33,,
1365,B1717,25,State - Daman & Diu,Total,Marginal Workers,Widowed,210,209,5,P to Q,,,,,,,,,,,,,,,5,,
1366,B1717,25,State - Daman & Diu,Total,Marginal Workers,Separated,14,18,0,P to Q,,,,,,,,,,,,,,,0,,
1367,B1717,25,State - Daman & Diu,Total,Marginal Workers,Divorced,11,11,0,P to Q,,,,,,,,,,,,,,,0,,
1368,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Total,4441,4441,380,P to Q,,,,,,,,,,,,,,,380,,
1369,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Never Married,800,800,77,P to Q,,,,,,,,,,,,,,,77,,
1370,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Married,2877,2877,269,P to Q,,,,,,,,,,,,,,,269,,
1371,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Widowed,683,683,31,P to Q,,,,,,,,,,,,,,,31,,
1372,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Separated,44,44,1,P to Q,,,,,,,,,,,,,,,1,,
1373,B1717,25,State - Daman & Diu,Rural,Total Female Workers,Divorced,37,37,2,P to Q,,,,,,,,,,,,,,,2,,
1374,B1717,25,State - Daman & Diu,Rural,Main Workers,Total,3304,3304,366,P to Q,,,,,,,,,,,,,,,366,,
1375,B1717,25,State - Daman & Diu,Rural,Main Workers,Never Married,623,623,74,P to Q,,,,,,,,,,,,,,,74,,
1376,B1717,25,State - Daman & Diu,Rural,Main Workers,Married,2043,2043,261,P to Q,,,,,,,,,,,,,,,261,,
1377,B1717,25,State - Daman & Diu,Rural,Main Workers,Widowed,565,565,28,P to Q,,,,,,,,,,,,,,,28,,
1378,B1717,25,State - Daman & Diu,Rural,Main Workers,Separated,40,40,1,P to Q,,,,,,,,,,,,,,,1,,
1379,B1717,25,State - Daman & Diu,Rural,Main Workers,Divorced,33,33,2,P to Q,,,,,,,,,,,,,,,2,,
1380,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Total,1137,1137,14,P to Q,,,,,,,,,,,,,,,14,,
1381,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Never Married,177,177,3,P to Q,,,,,,,,,,,,,,,3,,
1382,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Married,834,834,8,P to Q,,,,,,,,,,,,,,,8,,
1383,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Widowed,118,118,3,P to Q,,,,,,,,,,,,,,,3,,
1384,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Separated,4,4,0,P to Q,,,,,,,,,,,,,,,0,,
1385,B1717,25,State - Daman & Diu,Rural,Marginal Workers,Divorced,4,4,0,P to Q,,,,,,,,,,,,,,,0,,
1386,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Total,9396,9483,1365,P to Q,,,,,,,,,,,,,,,1365,,
1387,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Never Married,1752,1759,258,P to Q,,,,,,,,,,,,,,,258,,
1388,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Married,6498,6511,976,P to Q,,,,,,,,,,,,,,,976,,
1389,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Widowed,970,1005,98,P to Q,,,,,,,,,,,,,,,98,,
1390,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Separated,100,115,13,P to Q,,,,,,,,,,,,,,,13,,
1391,B1717,25,State - Daman & Diu,Urban,Total Female Workers,Divorced,76,93,20,P to Q,,,,,,,,,,,,,,,20,,
1392,B1717,25,State - Daman & Diu,Urban,Main Workers,Total,8517,8640,1312,P to Q,,,,,,,,,,,,,,,1312,,
1393,B1717,25,State - Daman & Diu,Urban,Main Workers,Never Married,1548,1587,232,P to Q,,,,,,,,,,,,,,,232,,
1394,B1717,25,State - Daman & Diu,Urban,Main Workers,Married,5932,5952,951,P to Q,,,,,,,,,,,,,,,951,,
1395,B1717,25,State - Daman & Diu,Urban,Main Workers,Widowed,878,914,96,P to Q,,,,,,,,,,,,,,,96,,
1396,B1717,25,State - Daman & Diu,Urban,Main Workers,Separated,90,101,13,P to Q,,,,,,,,,,,,,,,13,,
1397,B1717,25,State - Daman & Diu,Urban,Main Workers,Divorced,69,86,20,P to Q,,,,,,,,,,,,,,,20,,
1398,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Total,879,843,53,P to Q,,,,,,,,,,,,,,,53,,
1399,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Never Married,204,172,26,P to Q,,,,,,,,,,,,,,,26,,
1400,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Married,566,559,25,P to Q,,,,,,,,,,,,,,,25,,
1401,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Widowed,92,91,2,P to Q,,,,,,,,,,,,,,,2,,
1402,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Separated,10,14,0,P to Q,,,,,,,,,,,,,,,0,,
1403,B1717,25,State - Daman & Diu,Urban,Marginal Workers,Divorced,7,7,0,P to Q,,,,,,,,,,,,,,,0,,
1404,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Total,37868,37941,2874,P to Q,,,,,,,,,,,,,,,2874,,
1405,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Never Married,6212,6384,355,P to Q,,,,,,,,,,,,,,,355,,
1406,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Married,28576,28594,2393,P to Q,,,,,,,,,,,,,,,2393,,
1407,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Widowed,2465,2390,96,P to Q,,,,,,,,,,,,,,,96,,
1408,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Separated,380,338,18,P to Q,,,,,,,,,,,,,,,18,,
1409,B1717,26,State - Dadra & Nagar Haveli,Total,Total Female Workers,Divorced,235,235,12,P to Q,,,,,,,,,,,,,,,12,,
1410,B1717,26,State - Dadra & Nagar Haveli,Total,Main Workers,Total,21174,21236,2702,P to Q,,,,,,,,,,,,,,,2702,,
1411,B1717,26,State - Dadra & Nagar Haveli,Total,Main Workers,Never Married,3889,4013,317,P to Q,,,,,,,,,,,,,,,317,,
1412,B1717,26,State - Dadra & Nagar Haveli,Total,Main Workers,Married,15270,15331,2272,P to Q,,,,,,,,,,,,,,,2272,,
1413,B1717,26,State - Dadra & Nagar Haveli,Total,Main Workers,Widowed,1614,1526,86,P to Q,,,,,,,,,,,,,,,86,,
