Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,26,State - Dadra & Nagar Haveli,Rural,Marginal Workers,Never Married,2074,2074,446,,1056,34,4,30,236,0,114,0,2,6,2,0,0,0,2,18,14,110
B1717,26,State - Dadra & Nagar Haveli,Rural,Marginal Workers,Married,11350,11319,2788,,7235,68,14,34,144,2,170,0,46,8,10,0,0,0,6,54,184,556
B1717,26,State - Dadra & Nagar Haveli,Rural,Marginal Workers,Widowed,740,748,166,,488,12,2,12,12,0,18,0,4,4,2,0,0,0,0,4,12,12
B1717,26,State - Dadra & Nagar Haveli,Rural,Marginal Workers,Separated,114,112,18,,74,2,0,2,2,0,4,0,2,2,0,0,0,0,0,0,2,4
B1717,26,State - Dadra & Nagar Haveli,Rural,Marginal Workers,Divorced,70,69,10,,41,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Total,9548,9600,488,,669,101,0,95,2460,61,193,0,386,32,76,4,22,100,334,1954,175,2450
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Never Married,1449,1517,23,,48,7,0,7,581,6,52,0,52,5,2,4,9,34,30,259,13,385
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Married,7253,7299,367,,533,84,0,80,1675,53,113,0,288,25,66,0,13,64,257,1609,149,1923
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Widowed,694,654,94,,71,8,0,6,144,2,25,0,44,0,8,0,0,2,37,72,13,128
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Separated,84,65,1,,9,2,0,0,25,0,3,0,2,0,0,0,0,0,5,6,0,12
B1717,26,State - Dadra & Nagar Haveli,Urban,Total Female Workers,Divorced,68,65,3,,8,0,0,2,35,0,0,0,0,2,0,0,0,0,5,8,0,2
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Total,7202,7217,269,,282,82,0,71,2272,58,174,0,338,32,76,4,19,95,311,1858,48,1228
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Never Married,1200,1220,9,,38,7,0,7,535,3,52,0,39,5,2,4,9,32,22,239,3,214
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Married,5297,5355,183,,191,65,0,56,1548,53,100,0,256,25,66,0,10,61,242,1542,43,914
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Widowed,583,538,75,,46,8,0,6,134,2,19,0,41,0,8,0,0,2,37,66,2,92
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Separated,67,48,0,,2,2,0,0,20,0,3,0,2,0,0,0,0,0,5,6,0,8
B1717,26,State - Dadra & Nagar Haveli,Urban,Main Workers,Divorced,55,56,2,,5,0,0,2,35,0,0,0,0,2,0,0,0,0,5,5,0,0
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Total,2346,2383,219,,387,19,0,24,188,3,19,0,48,0,0,0,3,5,23,96,127,1222
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Never Married,249,297,14,,10,0,0,0,46,3,0,0,13,0,0,0,0,2,8,20,10,171
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Married,1956,1944,184,,342,19,0,24,127,0,13,0,32,0,0,0,3,3,15,67,106,1009
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Widowed,111,116,19,,25,0,0,0,10,0,6,0,3,0,0,0,0,0,0,6,11,36
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Separated,17,17,1,,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
B1717,26,State - Dadra & Nagar Haveli,Urban,Marginal Workers,Divorced,13,9,1,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
B1717,27,State - Maharashtra,Total,Total Female Workers,Total,16811003,16810863,4977060,,6711602,77957,22398,285257,673739,12714,281383,410,365928,98626,64853,887,89064,181845,415278,865615,247634,1438613
B1717,27,State - Maharashtra,Total,Total Female Workers,Never Married,1706711,1707225,283087,,520945,7293,2002,25846,150458,2507,31375,52,54746,18788,8345,163,33637,46943,104456,121293,26558,268731
B1717,27,State - Maharashtra,Total,Total Female Workers,Married,13170253,13169633,4312542,,5309320,62109,17701,218334,448500,7873,204890,320,246157,67202,41133,672,51380,123111,259541,648480,193778,956590
B1717,27,State - Maharashtra,Total,Total Female Workers,Widowed,1640024,1639605,348992,,728704,7270,2430,34977,58639,2156,37480,34,55954,11315,12661,41,2971,9154,44164,75057,24098,183508
B1717,27,State - Maharashtra,Total,Total Female Workers,Separated,197139,197509,21326,,106523,881,199,3931,10214,105,5637,4,6142,717,1910,5,422,1197,4031,11799,1952,20514
B1717,27,State - Maharashtra,Total,Total Female Workers,Divorced,96876,96891,11113,,46110,404,66,2169,5928,73,2001,0,2929,604,804,6,654,1440,3086,8986,1248,9270
B1717,27,State - Maharashtra,Total,Main Workers,Total,13773576,13773118,4296939,,5222118,58040,19010,217752,586838,11992,225447,359,323082,91857,57864,761,85029,172850,392332,824329,166195,1020324
B1717,27,State - Maharashtra,Total,Main Workers,Never Married,1285535,1286162,204144,,361724,4659,1538,17781,133060,2372,24813,40,48546,17405,7508,134,31891,44354,97424,111380,15912,161477
B1717,27,State - Maharashtra,Total,Main Workers,Married,10881612,10880223,3766967,,4156142,47036,14996,167242,387532,7385,164402,285,216681,62464,36649,577,49272,117240,245677,621054,131101,687521
B1717,27,State - Maharashtra,Total,Main Workers,Widowed,1355655,1355677,297572,,577164,5355,2244,27923,51864,2072,30066,30,49778,10794,11269,39,2862,8781,42466,72075,16856,146467
B1717,27,State - Maharashtra,Total,Main Workers,Separated,168516,168791,18603,,89435,689,172,3121,9118,94,4559,4,5450,630,1697,5,388,1121,3836,11266,1410,17193
B1717,27,State - Maharashtra,Total,Main Workers,Divorced,82258,82265,9653,,37653,301,60,1685,5264,69,1607,0,2627,564,741,6,616,1354,2929,8554,916,7666
B1717,27,State - Maharashtra,Total,Marginal Workers,Total,3037427,3037745,680121,,1489484,19917,3388,67505,86901,722,55936,51,42846,6769,6989,126,4035,8995,22946,41286,81439,418289
B1717,27,State - Maharashtra,Total,Marginal Workers,Never Married,421176,421063,78943,,159221,2634,464,8065,17398,135,6562,12,6200,1383,837,29,1746,2589,7032,9913,10646,107254
B1717,27,State - Maharashtra,Total,Marginal Workers,Married,2288641,2289410,545575,,1153178,15073,2705,51092,60968,488,40488,35,29476,4738,4484,95,2108,5871,13864,27426,62677,269069
B1717,27,State - Maharashtra,Total,Marginal Workers,Widowed,284369,283928,51420,,151540,1915,186,7054,6775,84,7414,4,6176,521,1392,2,109,373,1698,2982,7242,37041
B1717,27,State - Maharashtra,Total,Marginal Workers,Separated,28623,28718,2723,,17088,192,27,810,1096,11,1078,0,692,87,213,0,34,76,195,533,542,3321
B1717,27,State - Maharashtra,Total,Marginal Workers,Divorced,14618,14626,1460,,8457,103,6,484,664,4,394,0,302,40,63,0,38,86,157,432,332,1604
B1717,27,State - Maharashtra,Rural,Total Female Workers,Total,12763800,12761871,4891683,,6413845,65595,15536,127269,178882,2449,84146,122,82872,15477,12783,159,2676,10754,38679,245907,139957,433080
B1717,27,State - Maharashtra,Rural,Total Female Workers,Never Married,957272,954668,272499,,500033,5878,1368,10174,29150,464,9497,20,7589,2947,1043,29,948,2155,7498,22541,12821,68014
B1717,27,State - Maharashtra,Rural,Total Female Workers,Married,10442922,10444136,4247659,,5093630,53467,12944,101049,131941,1465,63438,95,61711,10910,8709,123,1504,7532,25416,187435,114388,320720
B1717,27,State - Maharashtra,Rural,Total Female Workers,Widowed,1160812,1160056,339882,,677278,5220,1058,13379,13574,486,9190,7,11686,1426,2427,7,192,851,5053,28177,11539,38624
B1717,27,State - Maharashtra,Rural,Total Female Workers,Separated,140132,140195,20847,,99982,727,136,1735,2980,23,1492,0,1409,122,483,0,15,127,501,4853,740,4023
B1717,27,State - Maharashtra,Rural,Total Female Workers,Divorced,62662,62816,10796,,42922,303,30,932,1237,11,529,0,477,72,121,0,17,89,211,2901,469,1699
B1717,27,State - Maharashtra,Rural,Main Workers,Total,10321369,10319756,4231645,,4998031,47813,12801,91116,138198,2268,60895,107,66369,13714,11255,107,2456,9714,35544,234150,89626,273947
B1717,27,State - Maharashtra,Rural,Main Workers,Never Married,662303,660550,198523,,346409,3481,1017,5734,22009,435,6325,18,5764,2558,851,19,840,1938,6672,20071,6412,31474
B1717,27,State - Maharashtra,Rural,Main Workers,Married,8549280,8549735,3715476,,3994814,39899,10706,73390,101887,1343,46450,82,49378,9677,7708,81,1412,6791,23434,179562,75248,212397
B1717,27,State - Maharashtra,Rural,Main Workers,Widowed,939258,938947,290035,,537358,3654,939,9982,10794,458,6660,7,9652,1325,2143,7,182,794,4778,27079,7203,25897
B1717,27,State - Maharashtra,Rural,Main Workers,Separated,118565,118506,18220,,84259,557,115,1334,2523,21,1103,0,1167,86,441,0,9,113,459,4648,474,2977
B1717,27,State - Maharashtra,Rural,Main Workers,Divorced,51963,52018,9391,,35191,222,24,676,985,11,357,0,408,68,112,0,13,78,201,2790,289,1202
B1717,27,State - Maharashtra,Rural,Marginal Workers,Total,2442431,2442115,660038,,1415814,17782,2735,36153,40684,181,23251,15,16503,1763,1528,52,220,1040,3135,11757,50331,159133
B1717,27,State - Maharashtra,Rural,Marginal Workers,Never Married,294969,294118,73976,,153624,2397,351,4440,7141,29,3172,2,1825,389,192,10,108,217,826,2470,6409,36540
B1717,27,State - Maharashtra,Rural,Marginal Workers,Married,1893642,1894401,532183,,1098816,13568,2238,27659,30054,122,16988,13,12333,1233,1001,42,92,741,1982,7873,39140,108323
B1717,27,State - Maharashtra,Rural,Marginal Workers,Widowed,221554,221109,49847,,139920,1566,119,3397,2780,28,2530,0,2034,101,284,0,10,57,275,1098,4336,12727
B1717,27,State - Maharashtra,Rural,Marginal Workers,Separated,21567,21689,2627,,15723,170,21,401,457,2,389,0,242,36,42,0,6,14,42,205,266,1046
B1717,27,State - Maharashtra,Rural,Marginal Workers,Divorced,10699,10798,1405,,7731,81,6,256,252,0,172,0,69,4,9,0,4,11,10,111,180,497
B1717,27,State - Maharashtra,Urban,Total Female Workers,Total,4047203,4048992,85377,,297757,12362,6862,157988,494857,10265,197237,288,283056,83149,52070,728,86388,171091,376599,619708,107677,1005533
B1717,27,State - Maharashtra,Urban,Total Female Workers,Never Married,749439,752557,10588,,20912,1415,634,15672,121308,2043,21878,32,47157,15841,7302,134,32689,44788,96958,98752,13737,200717
B1717,27,State - Maharashtra,Urban,Total Female Workers,Married,2727331,2725497,64883,,215690,8642,4757,117285,316559,6408,141452,225,184446,56292,32424,549,49876,115579,234125,461045,79390,635870
B1717,27,State - Maharashtra,Urban,Total Female Workers,Widowed,479212,479549,9110,,51426,2050,1372,21598,45065,1670,28290,27,44268,9889,10234,34,2779,8303,39111,46880,12559,144884
B1717,27,State - Maharashtra,Urban,Total Female Workers,Separated,57007,57314,479,,6541,154,63,2196,7234,82,4145,4,4733,595,1427,5,407,1070,3530,6946,1212,16491
B1717,27,State - Maharashtra,Urban,Total Female Workers,Divorced,34214,34075,317,,3188,101,36,1237,4691,62,1472,0,2452,532,683,6,637,1351,2875,6085,779,7571
B1717,27,State - Maharashtra,Urban,Main Workers,Total,3452207,3453362,65294,,224087,10227,6209,126636,448640,9724,164552,252,256713,78143,46609,654,82573,163136,356788,590179,76569,746377
B1717,27,State - Maharashtra,Urban,Main Workers,Never Married,623232,625612,5621,,15315,1178,521,12047,111051,1937,18488,22,42782,14847,6657,115,31051,42416,90752,91309,9500,130003
B1717,27,State - Maharashtra,Urban,Main Workers,Married,2332332,2330488,51491,,161328,7137,4290,93852,285645,6042,117952,203,167303,52787,28941,496,47860,110449,222243,441492,55853,475124
B1717,27,State - Maharashtra,Urban,Main Workers,Widowed,416397,416730,7537,,39806,1701,1305,17941,41070,1614,23406,23,40126,9469,9126,32,2680,7987,37688,44996,9653,120570
B1717,27,State - Maharashtra,Urban,Main Workers,Separated,49951,50285,383,,5176,132,57,1787,6595,73,3456,4,4283,544,1256,5,379,1008,3377,6618,936,14216
B1717,27,State - Maharashtra,Urban,Main Workers,Divorced,30295,30247,262,,2462,79,36,1009,4279,58,1250,0,2219,496,629,6,603,1276,2728,5764,627,6464
B1717,27,State - Maharashtra,Urban,Marginal Workers,Total,594996,595630,20083,,73670,2135,653,31352,46217,541,32685,36,26343,5006,5461,74,3815,7955,19811,29529,31108,259156
B1717,27,State - Maharashtra,Urban,Marginal Workers,Never Married,126207,126945,4967,,5597,237,113,3625,10257,106,3390,10,4375,994,645,19,1638,2372,6206,7443,4237,70714
B1717,27,State - Maharashtra,Urban,Marginal Workers,Married,394999,395009,13392,,54362,1505,467,23433,30914,366,23500,22,17143,3505,3483,53,2016,5130,11882,19553,23537,160746
B1717,27,State - Maharashtra,Urban,Marginal Workers,Widowed,62815,62819,1573,,11620,349,67,3657,3995,56,4884,4,4142,420,1108,2,99,316,1423,1884,2906,24314
B1717,27,State - Maharashtra,Urban,Marginal Workers,Separated,7056,7029,96,,1365,22,6,409,639,9,689,0,450,51,171,0,28,62,153,328,276,2275
B1717,27,State - Maharashtra,Urban,Marginal Workers,Divorced,3919,3828,55,,726,22,0,228,412,4,222,0,233,36,54,0,34,75,147,321,152,1107
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Total,15237311,15236815,2134218,,8837732,85129,47713,604415,589479,31783,387891,424,324270,36828,82256,811,62981,49814,152032,565614,190185,1053240
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Never Married,1441555,1440456,126602,,688305,9373,3750,59258,90914,2172,34591,51,33171,5230,4627,237,22637,10448,22950,88398,21108,216634
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Married,11758535,11759560,1826643,,6923699,62589,37885,471677,410189,18736,280028,342,215538,25692,51303,537,37782,34136,99379,413597,150743,699065
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Widowed,1758180,1758302,166313,,1055025,11585,5371,58261,72454,10027,62847,29,66043,5370,22693,30,1963,4366,26709,50760,16257,122199
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Separated,230250,229461,11791,,144162,1344,607,10152,12423,721,8869,2,7935,445,3226,7,391,616,2312,9857,1704,12897
B1717,28,State - Andhra Pradesh,Total,Total Female Workers,Divorced,48791,49036,2869,,26541,238,100,5067,3499,127,1556,0,1583,91,407,0,208,248,682,3002,373,2445
B1717,28,State - Andhra Pradesh,Total,Main Workers,Total,11577297,11576300,1904288,,6414785,60128,39726,495399,462206,28252,279776,320,267107,32936,71304,641,57367,45599,136608,529920,117694,632244
B1717,28,State - Andhra Pradesh,Total,Main Workers,Never Married,991149,990552,96557,,475703,6121,2857,46614,68990,1748,23657,42,27090,4573,3839,185,20781,9478,20152,79706,11567,90892
B1717,28,State - Andhra Pradesh,Total,Main Workers,Married,8999009,8998884,1645146,,5028060,44352,31666,387994,320853,16479,201339,255,175728,22842,44388,427,34216,31215,88616,390006,93918,441384
B1717,28,State - Andhra Pradesh,Total,Main Workers,Widowed,1366075,1366443,149408,,781386,8486,4608,47691,59154,9285,47116,21,56170,5035,19893,24,1812,4100,25058,48104,10839,88253
B1717,28,State - Andhra Pradesh,Total,Main Workers,Separated,182333,181485,10589,,109816,1000,512,8583,10292,631,6547,2,6791,401,2817,5,364,571,2143,9315,1118,9988
B1717,28,State - Andhra Pradesh,Total,Main Workers,Divorced,38731,38936,2588,,19820,169,83,4517,2917,109,1117,0,1328,85,367,0,194,235,639,2789,252,1727
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Total,3660014,3660515,229930,,2422947,25001,7987,109016,127273,3531,108115,104,57163,3892,10952,170,5614,4215,15424,35694,72491,420996
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Never Married,450406,449904,30045,,212602,3252,893,12644,21924,424,10934,9,6081,657,788,52,1856,970,2798,8692,9541,125742
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Married,2759526,2760676,181497,,1895639,18237,6219,83683,89336,2257,78689,87,39810,2850,6915,110,3566,2921,10763,23591,56825,257681
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Widowed,392105,391859,16905,,273639,3099,763,10570,13300,742,15731,8,9873,335,2800,6,151,266,1651,2656,5418,33946
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Separated,47917,47976,1202,,34346,344,95,1569,2131,90,2322,0,1144,44,409,2,27,45,169,542,586,2909
B1717,28,State - Andhra Pradesh,Total,Marginal Workers,Divorced,10060,10100,281,,6721,69,17,550,582,18,439,0,255,6,40,0,14,13,43,213,121,718
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Total,12554118,12554659,2075112,,8445751,65060,36095,427647,313029,7097,155106,166,151561,11805,37542,156,8976,8561,49562,238639,119144,403650
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Never Married,1044510,1044177,115168,,659038,7540,2924,42073,52734,602,15025,26,10032,2227,1938,44,3533,2087,6151,41843,12825,68367
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Married,9907805,9909144,1785182,,6638363,49005,29377,336652,221474,3923,117054,130,108148,8004,24783,100,4991,5166,31566,166482,95004,283740
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Widowed,1377679,1377581,160514,,986986,7488,3316,36787,30281,2341,19018,10,28972,1367,9211,10,356,1052,10469,23769,9909,45725
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Separated,185274,184712,11478,,136114,857,431,7754,6479,187,3417,0,3721,186,1404,2,78,198,1135,5206,1151,4914
B1717,28,State - Andhra Pradesh,Rural,Total Female Workers,Divorced,38850,39045,2770,,25250,170,47,4381,2061,44,592,0,688,21,206,0,18,58,241,1339,255,904
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Total,9557051,9555971,1863815,,6137281,44821,29648,352916,238418,6192,97993,113,121611,10723,32810,118,8435,7892,45331,225083,75809,256962
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Never Married,732056,731603,91399,,454886,4774,2174,33067,38377,479,8720,20,7713,1935,1617,26,3288,1887,5479,37842,6827,31093
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Married,7591062,7590942,1614772,,4828251,34092,24307,278905,169479,3377,74719,85,86121,7316,21678,82,4725,4783,28713,158272,61477,189788
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Widowed,1058076,1058005,144778,,731352,5213,2769,30381,23584,2144,11993,8,24064,1280,8122,8,326,982,9851,22749,6557,31844
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Separated,145284,144670,10355,,103867,620,359,6620,5273,158,2195,0,3151,175,1207,2,78,184,1059,4979,765,3623
B1717,28,State - Andhra Pradesh,Rural,Main Workers,Divorced,30573,30751,2511,,18925,122,39,3943,1705,34,366,0,562,17,186,0,18,56,229,1241,183,614
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Total,2997067,2998688,211297,,2308470,20239,6447,74731,74611,905,57113,53,29950,1082,4732,38,541,669,4231,13556,43335,146688
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Never Married,312454,312574,23769,,204152,2766,750,9006,14357,123,6305,6,2319,292,321,18,245,200,672,4001,5998,37274
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Married,2316743,2318202,170410,,1810112,14913,5070,57747,51995,546,42335,45,22027,688,3105,18,266,383,2853,8210,33527,93952
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Widowed,319603,319576,15736,,255634,2275,547,6406,6697,197,7025,2,4908,87,1089,2,30,70,618,1020,3352,13881
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Separated,39990,40042,1123,,32247,237,72,1134,1206,29,1222,0,570,11,197,0,0,14,76,227,386,1291
B1717,28,State - Andhra Pradesh,Rural,Marginal Workers,Divorced,8277,8294,259,,6325,48,8,438,356,10,226,0,126,4,20,0,0,2,12,98,72,290
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Total,2683193,2682156,59106,,391981,20069,11618,176768,276450,24686,232785,258,172709,25023,44714,655,54005,41253,102470,326975,71041,649590
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Never Married,397045,396279,11434,,29267,1833,826,17185,38180,1570,19566,25,23139,3003,2689,193,19104,8361,16799,46555,8283,148267
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Married,1850730,1850416,41461,,285336,13584,8508,135025,188715,14813,162974,212,107390,17688,26520,437,32791,28970,67813,247115,55739,415325
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Widowed,380501,380721,5799,,68039,4097,2055,21474,42173,7686,43829,19,37071,4003,13482,20,1607,3314,16240,26991,6348,76474
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Separated,44976,44749,313,,8048,487,176,2398,5944,534,5452,2,4214,259,1822,5,313,418,1177,4651,553,7983
B1717,28,State - Andhra Pradesh,Urban,Total Female Workers,Divorced,9941,9991,99,,1291,68,53,686,1438,83,964,0,895,70,201,0,190,190,441,1663,118,1541
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Total,2020246,2020329,40473,,277504,15307,10078,142483,223788,22060,181783,207,145496,22213,38494,523,48932,37707,91277,304837,41885,375282
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Never Married,259093,258949,5158,,20817,1347,683,13547,30613,1269,14937,22,19377,2638,2222,159,17493,7591,14673,41864,4740,59799
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Married,1407947,1407942,30374,,199809,10260,7359,109089,151374,13102,126620,170,89607,15526,22710,345,29491,26432,59903,231734,32441,251596
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Widowed,307999,308438,4630,,50034,3273,1839,17310,35570,7141,35123,13,32106,3755,11771,16,1486,3118,15207,25355,4282,56409
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Separated,37049,36815,234,,5949,380,153,1963,5019,473,4352,2,3640,226,1610,3,286,387,1084,4336,353,6365
B1717,28,State - Andhra Pradesh,Urban,Main Workers,Divorced,8158,8185,77,,895,47,44,574,1212,75,751,0,766,68,181,0,176,179,410,1548,69,1113
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Total,662947,661827,18633,,114477,4762,1540,34285,52662,2626,51002,51,27213,2810,6220,132,5073,3546,11193,22138,29156,274308
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Never Married,137952,137330,6276,,8450,486,143,3638,7567,301,4629,3,3762,365,467,34,1611,770,2126,4691,3543,88468
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Married,442783,442474,11087,,85527,3324,1149,25936,37341,1711,36354,42,17783,2162,3810,92,3300,2538,7910,15381,23298,163729
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Widowed,72502,72283,1169,,18005,824,216,4164,6603,545,8706,6,4965,248,1711,4,121,196,1033,1636,2066,20065
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Separated,7927,7934,79,,2099,107,23,435,925,61,1100,0,574,33,212,2,27,31,93,315,200,1618
B1717,28,State - Andhra Pradesh,Urban,Marginal Workers,Divorced,1783,1806,22,,396,21,9,112,226,8,213,0,129,2,20,0,14,11,31,115,49,428
B1717,29,State - Karnataka,Total,Total Female Workers,Total,9602481,9606324,1826941,,3872684,459808,30771,372744,737965,9759,177327,396,246664,36271,60585,1057,102069,80204,126845,590357,100749,773128
B1717,29,State - Karnataka,Total,Total Female Workers,Never Married,1225284,1227966,141941,,385556,48783,3199,59456,173951,1891,21276,131,37114,7416,4942,314,36066,19949,25547,98438,13269,148727
B1717,29,State - Karnataka,Total,Total Female Workers,Married,7092308,7093274,1472056,,2942742,328606,22984,268506,484825,5697,124532,230,156985,24316,39564,700,63302,54991,81413,419859,77082,524884
B1717,29,State - Karnataka,Total,Total Female Workers,Widowed,1130980,1131029,197725,,472298,73060,3990,39010,65917,2094,27364,29,46975,4097,14054,27,2023,4348,18180,60912,9464,89462
B1717,29,State - Karnataka,Total,Total Female Workers,Separated,136173,136339,13399,,65082,8505,554,5070,11611,71,3812,6,4850,357,1834,11,425,552,1365,9237,788,8810
B1717,29,State - Karnataka,Total,Total Female Workers,Divorced,17736,17716,1820,,7006,854,44,702,1661,6,343,0,740,85,191,5,253,364,340,1911,146,1245
B1717,29,State - Karnataka,Total,Main Workers,Total,7047344,7051658,1469804,,2510823,313925,24322,289646,638961,9019,138037,272,206151,32570,52870,927,95055,74530,117504,549726,52302,475214
B1717,29,State - Karnataka,Total,Main Workers,Never Married,869626,872582,97400,,237740,31113,2369,46517,151390,1699,16378,91,31227,6641,4348,287,33343,18269,23308,88436,6714,75312
B1717,29,State - Karnataka,Total,Main Workers,Married,5180456,5181251,1189662,,1888664,221818,18292,207991,418927,5243,97016,158,130324,21797,34383,608,59184,51290,75479,393480,39489,327446
B1717,29,State - Karnataka,Total,Main Workers,Widowed,876855,877056,170090,,332284,53840,3177,30504,57143,2002,21338,23,39802,3757,12324,19,1895,4113,17127,57366,5508,64744
B1717,29,State - Karnataka,Total,Main Workers,Separated,106807,107219,11182,,47387,6567,472,4106,10086,69,3057,0,4185,303,1648,8,396,510,1265,8656,504,6818
B1717,29,State - Karnataka,Total,Main Workers,Divorced,13600,13550,1470,,4748,587,12,528,1415,6,248,0,613,72,167,5,237,348,325,1788,87,894
B1717,29,State - Karnataka,Total,Marginal Workers,Total,2555137,2554666,357137,,1361861,145883,6449,83098,99004,740,39290,124,40513,3701,7715,130,7014,5674,9341,40631,48447,297914
B1717,29,State - Karnataka,Total,Marginal Workers,Never Married,355658,355384,44541,,147816,17670,830,12939,22561,192,4898,40,5887,775,594,27,2723,1680,2239,10002,6555,73415
B1717,29,State - Karnataka,Total,Marginal Workers,Married,1911852,1912023,282394,,1054078,106788,4692,60515,65898,454,27516,72,26661,2519,5181,92,4118,3701,5934,26379,37593,197438
B1717,29,State - Karnataka,Total,Marginal Workers,Widowed,254125,253973,27635,,140014,19220,813,8506,8774,92,6026,6,7173,340,1730,8,128,235,1053,3546,3956,24718
B1717,29,State - Karnataka,Total,Marginal Workers,Separated,29366,29120,2217,,17695,1938,82,964,1525,2,755,6,665,54,186,3,29,42,100,581,284,1992
B1717,29,State - Karnataka,Total,Marginal Workers,Divorced,4136,4166,350,,2258,267,32,174,246,0,95,0,127,13,24,0,16,16,15,123,59,351
B1717,29,State - Karnataka,Rural,Total Female Workers,Total,7190804,7192446,1775253,,3690097,404975,23651,229111,257906,2463,59396,162,87638,10521,24041,34,4746,9374,23837,236180,62988,290073
B1717,29,State - Karnataka,Rural,Total Female Workers,Never Married,779202,780156,133558,,365931,43893,2351,38287,68599,549,7030,68,10655,2426,1778,8,2473,2980,5090,40218,7264,46998
B1717,29,State - Karnataka,Rural,Total Female Workers,Married,5456775,5456833,1436407,,2814577,292484,18028,166343,162722,1376,42325,74,57388,6872,16110,22,2076,5573,14755,156737,49807,213157
B1717,29,State - Karnataka,Rural,Total Female Workers,Widowed,838332,838757,190475,,441266,60441,2798,20919,20948,501,8241,14,17098,1055,5267,4,168,705,3652,32872,5389,26944
B1717,29,State - Karnataka,Rural,Total Female Workers,Separated,104770,104964,13058,,61747,7436,446,3151,5055,35,1679,6,2247,152,823,0,25,84,306,5632,435,2647
B1717,29,State - Karnataka,Rural,Total Female Workers,Divorced,11725,11736,1755,,6576,721,28,411,582,2,121,0,250,16,63,0,4,32,34,721,93,327
